Approach,Train Time,Duration,Num Steps,Num Nodes,Successes
astar_uniform,0,0.113804438,3.136877428,273.8880063,0
lrtdp,0,2.241935265,37.66231538,4354.135671,0.458257569
rtdp,0,0.507482433,0,1948.175559,0
uct1,0,0.039922184,0,10.53612832,0
uct2,0,0.267845274,0,10.53612832,0
uct3,0,0.07567698,0,10.53612832,0
uct4,0,0.043580418,0,15.78100124,0
uct5,0,0.029285653,0,18.21235844,0
uct6,0,0.029022847,0,25.65950116,0
