Approach,Train Time,Duration,Num Steps,Num Nodes,Successes
astar_uniform,0,0.189773432,2.467792536,132.3367296,0
lrtdp,0,6.757263671,26.30665315,0.9,0.3
rtdp,0,1.861848465,35.20284079,149.3471125,0.4
uct1,0,0.459166554,0,2.83019434,0
uct2,0,0.544345312,0,2.83019434,0
uct3,0,1.878844823,0,15.74833325,0
uct4,0,0.245314324,0,8.752142595,0
uct5,0,0.579475737,21,27.07101771,0.3
uct6,0,0.094678157,0,19.95720421,0
