Approach,Train Time,Duration,Num Steps,Num Nodes,Successes
astar_uniform,0,0.022117053,2.107130751,0,0
lrtdp,0,4.438983649,2.107130751,0,0
rtdp,0,3.786787007,35.1967328,26.64000751,0.4
uct1,0,0.797319813,24,21.51487857,0.3
uct2,0,1.330412029,28.88667513,13.68795091,0.4
uct3,0,0.881306952,21,13.88560406,0.3
uct4,0,0.415774649,0,13.22724461,0
uct5,0,0.611585078,25.8,45.67099736,0.3
uct6,0,0.506479877,0,12.20696522,0
