Approach,Train Time,Duration,Num Steps,Num Nodes,Successes
astar_uniform,9.54E-07,2.193795538,11.3,1152.7,1
lrtdp,2.15E-06,11.83690863,100,7822.5,0
rtdp,1.19E-06,10.8986434,100,2064,0
uct1,9.54E-07,6.050697446,100,11.6,0
uct2,9.54E-07,6.230769682,100,11.6,0
uct3,9.54E-07,6.520627046,100,11.6,0
uct4,9.54E-07,3.723834348,100,24.6,0
uct5,1.19E-06,2.849341869,100,30.2,0
uct6,9.54E-07,2.181618452,100,52.4,0
