Approach,Train Time,Duration,Num Steps,Num Nodes,Successes
astar_uniform,0,0.122547784,1.813835715,87.86785533,0
lrtdp,0,3.566278717,36.60614702,2004.004863,0.4
rtdp,0,2.253701044,27.9,535.3991128,0.3
uct1,0,0.803095666,24.3,25.06571363,0.3
uct2,0,1.02247738,0,1.802775638,0
uct3,0,0.742588261,28.41408102,2.561249695,0.4
uct4,0,0.717231337,29.77263845,23.66960076,0.4
uct5,0,0.263304234,30.24053571,25.15571506,0.4
uct6,0,0.38147362,33.1277829,22.44103384,0.4
